GeoID,Tract,TotalPop,MalePopulation,FemalePop,Age65andOver,WhiteOnly,BlackOnly,AIANOnly,AsianOnly,AsianIndian,AsianChinese,AsianFilipino,AsianJapanese,AsianKorean,AsianVietnamese,NHPIOnly,OtherRaceOnly,TwoOrMoreRaces,HispanicPop,EligibleVote,PercentofEligible2019
53033020200,"Census Tract 202, King County, Washington",5307,2478,2829,1436,4327,161,13,388,53,187,19,35,37,10,0,18,400,132,4107,0.84
53033020300,"Census Tract 203, King County, Washington",7358,3749,3609,1293,4841,538,0,1278,45,294,173,71,525,151,229,125,347,961,5047,0.77
53033020401,"Census Tract 204.01, King County, Washington",3658,1724,1934,513,2410,447,74,453,52,257,9,64,71,0,0,0,274,149,2767,0.82
53033020402,"Census Tract 204.02, King County, Washington",5510,2526,2984,940,4160,40,63,582,17,80,265,15,79,51,0,331,334,534,3971,0.83
53033020500,"Census Tract 205, King County, Washington",6962,2991,3971,1077,4614,142,4,1336,2,648,140,63,145,169,0,486,380,1003,5144,0.84
53033020600,"Census Tract 206, King County, Washington",3678,1865,1813,599,2383,291,32,739,0,291,84,142,30,74,0,8,225,209,2666,0.83
53033020700,"Census Tract 207, King County, Washington",4064,2002,2062,573,2555,434,10,671,67,152,117,42,8,42,20,153,221,602,2845,0.78
53033020800,"Census Tract 208, King County, Washington",4279,1968,2311,1015,3618,64,19,423,16,105,19,23,112,111,0,9,146,207,3310,0.9
53033020900,"Census Tract 209, King County, Washington",3420,1827,1593,698,2378,342,5,439,46,156,37,47,36,39,0,88,168,118,2552,0.79
53033021000,"Census Tract 210, King County, Washington",6024,3057,2967,1145,3587,455,87,1254,273,373,285,54,67,54,67,83,491,564,4579,0.78
53033021100,"Census Tract 211, King County, Washington",4396,2097,2299,531,2867,448,16,886,31,194,335,83,40,123,11,31,137,159,3189,0.75
53033021300,"Census Tract 213, King County, Washington",4064,1885,2179,767,3115,59,0,541,45,131,97,54,61,12,15,127,207,350,3017,0.83
53033021400,"Census Tract 214, King County, Washington",3961,1931,2030,693,3290,0,27,298,0,91,103,19,37,26,22,0,324,73,2772,0.91
53033021500,"Census Tract 215, King County, Washington",4821,2415,2406,926,3992,112,9,440,47,101,67,48,97,22,15,33,220,194,3698,0.91
53033021600,"Census Tract 216, King County, Washington",4903,2458,2445,871,3706,103,9,526,63,300,47,12,60,9,121,63,375,210,3816,0.91
53033021700,"Census Tract 217, King County, Washington",8980,4285,4695,907,6585,104,28,1499,452,532,81,92,271,35,28,386,350,1117,5965,0.8
53033021802,"Census Tract 218.02, King County, Washington",6014,3221,2793,526,4273,25,98,1252,555,271,0,62,25,259,0,212,154,628,3545,0.76
53033021803,"Census Tract 218.03, King County, Washington",5034,2379,2655,856,3669,198,6,674,155,236,9,16,53,12,8,109,370,244,3468,0.91
53033021804,"Census Tract 218.04, King County, Washington",5194,2586,2608,732,3307,253,19,662,130,342,42,28,72,1,0,587,366,885,3560,0.91
53033021903,"Census Tract 219.03, King County, Washington",6225,3283,2942,991,5127,182,55,508,102,39,0,117,23,72,0,36,317,506,4412,0.76
53033021904,"Census Tract 219.04, King County, Washington",5231,2564,2667,641,3006,109,5,1399,204,282,72,57,81,110,0,281,431,399,3393,0.75
53033021905,"Census Tract 219.05, King County, Washington",5669,2904,2765,731,4059,14,21,990,257,384,128,65,53,0,0,341,244,1030,3707,0.77
53033021906,"Census Tract 219.06, King County, Washington",4582,2309,2273,533,3108,104,34,811,246,296,157,29,23,20,0,295,230,536,2717,0.81
53033022001,"Census Tract 220.01, King County, Washington",5729,2985,2744,1253,4107,35,14,473,86,223,72,43,14,0,56,523,521,687,4367,0.85
53033022003,"Census Tract 220.03, King County, Washington",5245,2748,2497,639,3612,120,11,621,114,190,96,59,77,23,0,355,526,585,3669,0.71
53033022005,"Census Tract 220.05, King County, Washington",5024,2575,2449,530,3449,88,32,1104,576,219,131,70,43,0,0,59,292,291,3096,0.66
53033022006,"Census Tract 220.06, King County, Washington",3879,1738,2141,758,3422,16,2,279,63,81,8,25,19,73,0,23,137,300,2751,0.72
53033022101,"Census Tract 221.01, King County, Washington",4944,2330,2614,913,3959,61,1,673,40,362,88,96,0,55,0,1,249,150,3469,0.91
53033022102,"Census Tract 221.02, King County, Washington",6366,3181,3185,565,4927,2,0,1108,116,363,248,145,74,0,0,102,227,339,4131,0.87
53033022201,"Census Tract 222.01, King County, Washington",4707,2397,2310,586,3848,85,0,404,49,101,41,106,18,60,7,76,287,333,3438,0.79
53033022202,"Census Tract 222.02, King County, Washington",7437,3564,3873,989,5688,166,0,1037,88,518,100,37,21,80,0,134,412,433,5272,0.77
53033022203,"Census Tract 222.03, King County, Washington",5004,2610,2394,571,3966,91,0,743,232,226,18,117,87,19,0,21,183,196,3407,0.85
53033022300,"Census Tract 223, King County, Washington",2669,1304,1365,495,2170,34,0,199,34,54,10,6,9,19,0,49,217,120,2001,0.91
53033022400,"Census Tract 224, King County, Washington",8829,4307,4522,1035,7250,27,1,939,208,429,74,42,147,15,0,291,321,340,6270,0.91
53033022500,"Census Tract 225, King County, Washington",8429,3864,4565,1260,6579,0,21,1138,195,549,68,102,58,38,0,106,585,794,5658,0.87
53033022603,"Census Tract 226.03, King County, Washington",6234,3067,3167,825,4120,0,27,1609,405,690,55,86,150,1,0,180,298,495,3980,0.75
53033022604,"Census Tract 226.04, King County, Washington",5090,2641,2449,538,3821,0,0,974,276,342,11,136,168,18,28,55,212,413,3385,0.84
53033022605,"Census Tract 226.05, King County, Washington",6621,3204,3417,533,4126,130,25,1696,1079,383,15,63,14,93,0,364,280,1115,3695,0.59
53033022606,"Census Tract 226.06, King County, Washington",6279,2870,3409,926,4463,42,0,1627,610,830,0,142,0,0,0,50,97,301,4264,0.72
53033022701,"Census Tract 227.01, King County, Washington",3322,1599,1723,488,2665,74,25,369,91,65,62,25,75,0,0,15,174,217,2382,0.88
53033022702,"Census Tract 227.02, King County, Washington",4196,1963,2233,592,3377,56,11,463,84,237,6,27,60,22,40,14,235,70,3060,0.74
53033022703,"Census Tract 227.03, King County, Washington",2564,1279,1285,327,1800,48,0,578,279,153,22,32,24,25,0,1,137,172,1508,0.81
53033022801,"Census Tract 228.01, King County, Washington",9124,5083,4041,763,4150,355,34,4218,2806,864,90,44,56,237,0,45,322,531,3989,0.42
53033022802,"Census Tract 228.02, King County, Washington",5253,2768,2485,612,3451,96,0,1490,625,430,8,119,128,29,0,42,174,161,3010,0.65
53033022803,"Census Tract 228.03, King County, Washington",6223,3385,2838,644,2361,123,8,3151,1901,700,127,105,155,17,137,235,208,690,2568,0.48
53033022901,"Census Tract 229.01, King County, Washington",2821,1411,1410,613,1776,67,0,757,108,266,25,80,82,106,0,11,210,59,1999,0.77
53033022902,"Census Tract 229.02, King County, Washington",6663,3393,3270,1084,4116,112,0,2159,1251,512,0,94,41,127,0,65,211,137,3739,0.71
53033023000,"Census Tract 230, King County, Washington",6169,3262,2907,899,4177,97,0,1465,547,480,60,78,163,84,1,77,352,309,3869,0.86
53033023100,"Census Tract 231, King County, Washington",4188,2079,2109,807,2725,42,0,1026,216,583,73,38,33,52,0,59,336,434,2644,0.74
53033023201,"Census Tract 232.01, King County, Washington",6615,3549,3066,653,2768,64,7,3729,2870,742,49,14,15,0,0,0,47,206,2352,0.39
53033023202,"Census Tract 232.02, King County, Washington",4599,2415,2184,845,2646,323,21,1182,311,358,121,38,9,250,0,290,137,1164,2555,0.47
53033023300,"Census Tract 233, King County, Washington",7291,3696,3595,1048,5129,57,27,1603,832,477,0,70,30,157,0,261,214,825,4582,0.77
53033023401,"Census Tract 234.01, King County, Washington",3951,1889,2062,611,2133,168,169,1217,432,367,80,135,78,39,18,12,234,326,2372,0.67
53033023403,"Census Tract 234.03, King County, Washington",4334,2164,2170,735,3031,44,0,926,367,300,93,62,36,0,13,9,311,284,2828,0.81
53033023404,"Census Tract 234.04, King County, Washington",3547,1683,1864,441,2935,5,0,413,37,30,112,94,76,18,0,62,132,230,2458,0.89
53033023500,"Census Tract 235, King County, Washington",4065,2041,2024,550,2265,142,12,1372,240,475,0,130,286,79,0,38,236,167,2407,0.75
53033023601,"Census Tract 236.01, King County, Washington",4357,2219,2138,628,2081,209,12,1796,340,788,45,219,61,85,0,65,194,267,2381,0.7
53033023603,"Census Tract 236.03, King County, Washington",6562,3494,3068,557,2558,73,0,3491,2107,460,78,0,134,124,0,222,218,728,2585,0.45
53033023604,"Census Tract 236.04, King County, Washington",6297,3202,3095,868,3143,314,21,1728,748,512,123,0,47,21,268,582,241,809,3532,0.61
53033023700,"Census Tract 237, King County, Washington",4593,2352,2241,604,2693,58,0,1514,496,637,26,205,47,67,0,94,234,183,2893,0.87
53033023801,"Census Tract 238.01, King County, Washington",3419,1636,1783,270,1798,71,0,1349,286,580,47,10,341,8,66,16,119,514,1785,0.77
53033023803,"Census Tract 238.03, King County, Washington",5704,2923,2781,955,3027,0,0,2455,951,787,94,75,316,108,40,49,133,232,3495,0.78
53033023804,"Census Tract 238.04, King County, Washington",7965,4082,3883,872,4451,265,82,2884,1031,843,151,396,218,14,0,2,281,218,5132,0.91
53033023900,"Census Tract 239, King County, Washington",7006,3475,3531,1239,5030,88,15,1530,200,744,32,156,202,96,24,59,260,391,4737,0.82
53033024000,"Census Tract 240, King County, Washington",7656,4176,3480,1161,3929,106,0,3182,815,1494,21,45,584,48,0,136,303,245,4323,0.75
53033024100,"Census Tract 241, King County, Washington",4920,2465,2455,951,3478,31,8,1103,191,580,6,58,135,27,11,12,277,77,3189,0.91
53033024200,"Census Tract 242, King County, Washington",3260,1619,1641,595,2280,35,0,784,70,400,21,56,131,4,0,11,150,118,2110,0.91
53033024300,"Census Tract 243, King County, Washington",9008,4103,4905,1997,6642,219,0,1597,139,867,58,255,66,73,21,150,379,129,6888,0.91
53033024400,"Census Tract 244, King County, Washington",3108,1499,1609,647,2095,22,0,848,166,525,3,85,45,6,0,100,43,283,1950,0.79
53033024500,"Census Tract 245, King County, Washington",5133,2670,2463,980,3784,17,9,1000,185,559,15,130,36,60,0,65,258,230,3446,0.91
53033024601,"Census Tract 246.01, King County, Washington",4530,2276,2254,937,3565,30,1,741,28,374,16,138,70,9,0,0,193,39,3238,0.91
53033024602,"Census Tract 246.02, King County, Washington",3896,1891,2005,668,2969,7,12,793,5,491,0,124,113,0,0,0,115,161,2494,0.91
53033024701,"Census Tract 247.01, King County, Washington",3991,1878,2113,565,2000,291,0,1366,255,447,198,80,184,77,18,73,243,299,2449,0.75
53033024702,"Census Tract 247.02, King County, Washington",7670,3803,3867,1284,4629,365,0,2242,529,678,15,154,466,228,0,94,340,258,5382,0.8
53033024800,"Census Tract 248, King County, Washington",5930,2949,2981,614,2616,333,55,1765,230,720,72,191,411,19,0,554,607,720,3219,0.64
53033024901,"Census Tract 249.01, King County, Washington",5230,2724,2506,961,2174,17,20,2841,377,1927,0,107,307,17,0,0,178,71,3311,0.82
53033024902,"Census Tract 249.02, King County, Washington",4168,2086,2082,610,2215,97,0,1449,174,791,10,76,189,70,0,67,340,209,2669,0.76
53033024903,"Census Tract 249.03, King County, Washington",6730,3295,3435,988,3032,5,31,3361,458,1934,18,245,370,90,0,73,228,174,4020,0.82
53033025001,"Census Tract 250.01, King County, Washington",5375,2602,2773,799,3432,123,14,1538,174,796,67,181,80,88,0,122,146,433,3696,0.84
53033025003,"Census Tract 250.03, King County, Washington",7014,3361,3653,843,4495,125,0,2181,370,974,76,92,476,139,27,95,91,311,4884,0.82
53033025005,"Census Tract 250.05, King County, Washington",5197,2508,2689,484,2957,97,0,1736,437,715,98,95,247,46,0,32,375,284,3455,0.87
53033025006,"Census Tract 250.06, King County, Washington",6340,2934,3406,759,4056,19,0,1856,442,822,34,145,138,145,0,0,409,157,3946,0.91
53033025101,"Census Tract 251.01, King County, Washington",6633,3218,3415,748,3834,281,12,1651,102,301,560,19,168,329,13,492,350,847,4098,0.7
53033025102,"Census Tract 251.02, King County, Washington",8239,4023,4216,714,3971,399,0,3040,474,959,154,44,80,531,0,137,692,735,5261,0.83
53033025200,"Census Tract 252, King County, Washington",8999,4425,4574,890,5509,506,39,1846,91,705,92,130,176,414,66,579,454,1657,6072,0.73
53033025301,"Census Tract 253.01, King County, Washington",6613,3287,3326,620,3454,595,19,1358,22,260,539,13,125,196,0,587,600,845,5042,0.91
53033025302,"Census Tract 253.02, King County, Washington",5414,2676,2738,1042,2546,1072,14,676,54,63,245,26,63,216,339,334,433,641,4128,0.72
53033025400,"Census Tract 254, King County, Washington",7282,3827,3455,748,3779,449,80,1120,37,301,153,16,0,233,0,1385,469,2016,4730,0.58
53033025500,"Census Tract 255, King County, Washington",5004,2525,2479,477,2938,239,34,999,13,175,141,36,39,508,8,610,176,1421,3101,0.6
53033025601,"Census Tract 256.01, King County, Washington",5363,2797,2566,748,2250,148,38,1627,37,329,414,100,93,546,222,696,382,1040,3552,0.71
53033025602,"Census Tract 256.02, King County, Washington",6463,3131,3332,733,3660,218,11,2345,46,485,381,75,17,1084,0,106,123,503,4307,0.91
53033025701,"Census Tract 257.01, King County, Washington",6535,3363,3172,729,3419,949,118,936,295,63,120,22,0,156,155,494,464,754,4390,0.73
53033025702,"Census Tract 257.02, King County, Washington",3543,1826,1717,491,2224,317,0,645,12,69,287,71,32,127,44,55,258,285,2667,0.81
53033025803,"Census Tract 258.03, King County, Washington",4716,2317,2399,473,2278,480,57,426,59,27,181,27,0,13,37,773,665,1509,2897,0.68
53033025804,"Census Tract 258.04, King County, Washington",3518,1781,1737,502,2097,222,0,448,0,43,174,18,23,88,0,361,390,420,2256,0.74
53033025805,"Census Tract 258.05, King County, Washington",5244,2807,2437,492,2390,542,0,1451,305,297,395,0,36,145,123,424,314,910,3183,0.74
53033025806,"Census Tract 258.06, King County, Washington",5406,2663,2743,648,1778,1081,40,1871,563,507,226,18,48,185,48,34,554,188,3260,0.7
53033026001,"Census Tract 260.01, King County, Washington",5650,2602,3048,949,2140,1298,67,1473,28,270,275,103,21,703,0,414,258,509,4036,0.81
53033026002,"Census Tract 260.02, King County, Washington",8348,4204,4144,760,2524,2901,1,1969,16,116,366,160,0,1125,0,84,869,718,5090,0.65
53033026100,"Census Tract 261, King County, Washington",8433,4258,4175,930,1796,2113,37,3169,38,609,666,10,50,1549,95,847,376,870,5092,0.72
53033026200,"Census Tract 262, King County, Washington",5736,3035,2701,575,2569,665,83,1116,445,37,236,181,21,103,22,603,678,799,3905,0.71
53033026300,"Census Tract 263, King County, Washington",1588,855,733,224,424,34,0,662,78,43,212,11,0,150,161,39,268,135,1061,0.73
53033026400,"Census Tract 264, King County, Washington",5959,2948,3011,621,2656,719,59,721,0,0,159,43,0,292,293,1238,273,2281,3419,0.63
53033026500,"Census Tract 265, King County, Washington",4317,2091,2226,570,1543,789,0,862,70,26,122,0,8,526,24,593,506,1109,2572,0.77
53033026600,"Census Tract 266, King County, Washington",2285,1180,1105,300,1386,249,39,343,6,0,169,32,12,102,0,14,254,168,1746,0.8
53033026700,"Census Tract 267, King County, Washington",5604,2978,2626,946,3523,385,53,287,0,55,53,13,0,143,371,510,475,1019,3433,0.77
53033026801,"Census Tract 268.01, King County, Washington",6056,3119,2937,517,2561,542,184,777,0,35,256,0,11,231,47,1337,608,2187,3338,0.61
53033026802,"Census Tract 268.02, King County, Washington",5524,2839,2685,583,2021,482,16,1411,0,66,304,26,10,810,218,1096,280,1408,3103,0.7
53033027000,"Census Tract 270, King County, Washington",3162,1798,1364,441,1925,186,71,572,0,0,64,34,0,387,35,229,144,641,2339,0.67
53033027100,"Census Tract 271, King County, Washington",3790,1842,1948,564,2305,509,6,441,32,43,31,0,0,271,21,345,163,1098,2225,0.63
53033027200,"Census Tract 272, King County, Washington",2601,1366,1235,268,930,473,8,506,35,21,42,14,9,305,23,462,199,493,1394,0.64
53033027300,"Census Tract 273, King County, Washington",5598,2648,2950,519,2094,623,44,1960,0,17,249,19,133,229,0,532,345,1069,2888,0.55
53033027400,"Census Tract 274, King County, Washington",5432,2824,2608,806,2645,142,0,1318,65,43,143,15,53,596,28,572,727,1082,3770,0.67
53033027500,"Census Tract 275, King County, Washington",4762,2425,2337,672,2467,193,38,817,23,63,45,10,0,342,3,824,420,1127,3121,0.66
53033027600,"Census Tract 276, King County, Washington",4674,2598,2076,555,2818,376,131,233,0,22,44,0,0,148,0,1032,84,1308,2802,0.61
53033027701,"Census Tract 277.01, King County, Washington",5310,2283,3027,1362,5073,2,0,55,55,0,0,0,0,0,14,47,119,431,4262,0.91
53033027702,"Census Tract 277.02, King County, Washington",4981,2306,2675,1580,4821,5,56,77,0,32,0,36,0,9,0,20,2,76,4187,0.91
53033027800,"Census Tract 278, King County, Washington",3375,1642,1733,931,3125,11,0,107,0,0,35,58,0,0,0,18,114,61,2725,0.91
53033027900,"Census Tract 279, King County, Washington",8085,4004,4081,1073,5230,781,34,667,0,79,131,20,42,395,0,605,768,1536,5594,0.82
53033028000,"Census Tract 280, King County, Washington",4643,2338,2305,458,1520,881,57,726,17,11,341,18,0,281,176,1067,216,1286,2541,0.53
53033028100,"Census Tract 281, King County, Washington",2829,1543,1286,202,719,1089,58,428,11,0,28,0,0,116,217,104,214,209,1772,0.59
53033028200,"Census Tract 282, King County, Washington",4940,2530,2410,514,1717,1325,1,675,0,76,223,20,0,122,295,589,338,898,3226,0.66
53033028300,"Census Tract 283, King County, Washington",5359,2805,2554,715,2341,632,36,1575,626,191,303,16,8,216,0,298,477,448,3851,0.86
53033028402,"Census Tract 284.02, King County, Washington",5273,2677,2596,639,1636,1616,0,818,272,82,149,25,26,119,219,502,482,660,3017,0.59
53033028403,"Census Tract 284.03, King County, Washington",5119,2675,2444,947,1737,1588,48,478,0,18,0,42,0,130,498,380,390,623,3605,0.6
53033028500,"Census Tract 285, King County, Washington",4244,1997,2247,405,2064,393,5,573,0,11,114,79,82,80,0,642,567,1207,2852,0.69
53033028600,"Census Tract 286, King County, Washington",6524,3369,3155,1688,5512,88,0,598,0,30,146,63,0,169,0,231,95,389,5032,0.87
53033028700,"Census Tract 287, King County, Washington",5373,2676,2697,790,3835,209,34,625,12,27,119,47,2,76,43,264,363,939,4109,0.85
53033028801,"Census Tract 288.01, King County, Washington",3480,1943,1537,586,2135,235,93,215,0,39,20,37,23,26,140,396,266,1019,2216,0.47
53033028802,"Census Tract 288.02, King County, Washington",6993,3651,3342,649,2453,2257,15,761,135,204,214,66,13,55,429,783,295,1424,3173,0.59
53033028901,"Census Tract 289.01, King County, Washington",3334,1503,1831,710,2670,131,15,116,0,9,46,39,0,10,132,123,147,303,2393,0.81
